"STAR_KEY":"star_name":"distance":"Star Temperature":"star mass":"star radius":"Luminosity":"Type Of Star"
3280:"Pollux":108.7:4165:0.7:0.83:0.46:"K|6|V"
9695:"Uklun":1004.82:4007:0.7:0.8:0.14:"K|7|V"
570:"Uruk":37.636:2782:0.1:0.44:0.01:"M|6|V"
3371:"Kamuy":343.926:3796:0.5:0.8:0.09:"K|5|V"
8929:"Minchir":175.84:2969:0.2:0.59:0.02:"M|0|V"
7254:"Tamashī Labyrinth":1207.88:3048:0.2:0.43:0.02:"M|3|V"
5817:"Ma'at's Cascade":1314.51:2837:0.2:0.49:0.05:"M|1|V"
3484:"Beid":673.809:5460:0.9:1.11:1.32:"G|2|V"
1033:"Celestial Cascade":32.36:4010:0.5:0.83:0.2:"K|7|V"
5446:"Sakura's Labyrinth":495:2888:0.3:0.34:0.06:"M|0|V"
2984:"Lurking Whispers":418:2610:0.3:0.44:0.07:"M|4|V"
3392:"Lilii Borea":48.6:5766:0.9:1.11:1.17:"G|2|V"
3097:"Cosmic Whispers":44.957:2524:0.3:0.28:0.02:"M|8|V"
1857:"Astral Echo":1059.51:3254:0.4:0.43:0.04:"M|3|V"
1204:"Bonsai Gaze":1315.6:2941:0.2:0.54:0.03:"M|2|V"
5456:"Koi's Radiance":483.582:2687:0.1:0.47:0.02:"M|5|V"
2771:"Alsafi":111:3083:0.4:0.07:0:"M|4|V"
2937:"Izar":260:2828:0.2:0.66:0.03:"M|3|V"
9576:"Tabit":755.4:5423:0.8:1.05:1.49:"G|2|V"
682:"Galaxy Seraph":473.687:2430:0.1:0.09:0.03:"M|2|V"
553:"Naos":176.8:3271:0.4:0.48:0:"M|2|V"
1958:"Mira":909.753:4131:0.6:0.82:0.49:"K|6|V"
679:"Astromara":360.5:2970:0.3:0.53:0.06:"M|2|V"
4306:"Scarabian Cosmos":538.503:4428:0.6:0.85:0.48:"K|2|V"
6635:"Lunarisol":101.3:4006:0.8:0.83:0.09:"K|6|V"
5047:"Secunda Hyadum":211.43:2787:0.1:0.07:0.08:"M|2|V"
3617:"Dracozen":1668.89:2467:0.4:0.59:0:"M|2|V"
6128:"Symbionix":965.904:4311:0.8:0.93:0.44:"K|0|V"
4261:"Cosmic Gaze":64.98:3945:0.5:0.81:0.42:"K|5|V"
1176:"Vorpal Abyss":577.62:2435:0.4:0.33:0.08:"M|5|V"
8617:"Pulsarianix":1061.91:4579:0.7:0.89:0.15:"K|3|V"
5357:"Altair":52.7:4475:0.8:0.78:0.45:"K|2|V"
4335:"Spectral Threshold":635.768:2724:0.1:0.69:0.02:"M|1|V"
3924:"Saiph":41.0014:2675:0.4:0.19:0.07:"M|3|V"
1621:"Kaveh":953.85:5300:0.9:1.13:1.04:"G|4|V"
3663:"Vortexarian":1183.85:5191:0.6:0.8:0.13:"K|0|V"
6229:"Achird":677.736:2836:0.1:0.05:0.08:"M|4|V"
6394:"Ayame Cascade":1953.89:3998:0.7:0.75:0.33:"K|2|V"
7713:"Mimosa":622:4078:0.7:0.8:0.57:"K|5|V"
9443:"Geisha's Echo":343.84:2608:0.3:0.19:0.05:"M|7|V"
5002:"Gumala":1857:4241:0.7:0.93:0.16:"K|5|V"
3003:"Lich":23.9258:5088:0.8:0.73:0.12:"K|0|V"
4753:"Orion's Echo":577.267:2950:0.3:0.62:0.07:"M|3|V"
55:"Ain":338:5311:0.8:1.02:0.69:"G|3|V"
2902:"Sakuya Nebula":669.36:2785:0.4:0.04:0.06:"M|4|V"
9928:"Ryusei Radiance":3410:4677:0.5:0.74:0.53:"K|2|V"
5441:"Nihal":798.3395:4457:0.7:0.83:0.2:"K|2|V"
7895:"Olympus Anomaly":1213.74:2481:0.4:0.02:0.05:"M|4|V"
8401:"Chalawan":53.6:2417:0.1:0.62:0:"M|5|V"
4864:"Astrum Cryptic":285.61:2874:0.4:0.64:0.03:"M|0|V"
7037:"Ronin's Cascade":660:4043:0.6:0.81:0.26:"K|3|V"
4694:"Acamar":924.556:2945:0.4:0.12:0.03:"M|5|V"
3151:"Yildun":375.52:3258:0.1:0.36:0:"M|3|V"
5738:"Stoneshaper":23.28:2775:0.3:0.67:0.01:"M|3|V"
5128:"Alderamin":875.35:4365:0.5:0.85:0.15:"K|3|V"
4670:"Sabik":278.536:4368:0.6:0.71:0.14:"K|3|V"
3136:"Tenshi Echoes":265.471:3412:0.4:0.37:0.07:"M|1|V"
7353:"Hannya's Silence":768.58:3402:0.4:0.04:0.04:"M|1|V"
7203:"Astral Whisper":708.165:3170:0.4:0.54:0.04:"M|2|V"
3123:"Ukdah":945.775:2759:0.1:0.52:0.03:"M|2|V"
1653:"Sarin":28.25:3100:0.2:0.18:0.07:"M|3|V"
481:"Infinite Iris":934.81:2734:0.1:0.39:0.01:"M|5|V"
5935:"Segin":3090:2429:0.3:0.62:0.03:"M|3|V"
6731:"Rukbat":804:2563:0.2:0.61:0.05:"M|4|V"
2606:"Heze":26.7:4972:0.5:0.74:0.41:"K|0|V"
6080:"Kawa Enigma":59.3:5361:1:0.97:1.36:"G|4|V"
2668:"Alnitak":684.088:5787:0.8:1.09:1.32:"G|2|V"
6029:"Karaka":24.36:3012:0.4:0.41:0.06:"M|1|V"
4971:"Asterope":483:2509:0.2:0.45:0.06:"M|4|V"
446:"Kirei":125:2767:0.4:0.12:0.06:"M|2|V"
6708:"Hunor":64.76:2604:0.3:0.59:0.04:"M|6|V"
6805:"Samurai's Mirage":1544:3744:0.8:0.86:0.59:"K|0|V"
5904:"Orion's Gaze":232.1:2748:0.2:0.57:0.07:"M|4|V"
8902:"Násti":151:2580:0.2:0.66:0.06:"M|1|V"
8299:"Icewind":225.7:4256:0.7:0.83:0.1:"K|5|V"
5448:"Sualocin":1125.87:4269:0.5:0.82:0.42:"K|3|V"
4047:"Aetheronix":75.2092:5676:1:1.12:0.78:"G|2|V"
8411:"Shogun's Loom":32.4298:3927:0.7:0.88:0.34:"K|7|V"
2903:"Alkaid":180.29:5329:1:1.01:1.45:"G|5|V"
995:"Eldritch Veil":187:2847:0.1:0.66:0.08:"M|5|V"
4550:"Pulsar Seraph":14.9861:2516:0.4:0.46:0:"M|6|V"
6689:"Ravenfury":5.9116:4030:0.7:0.91:0.56:"K|6|V"
3450:"Aspidiske":1191.33:4598:0.8:0.85:0.1:"K|3|V"
9638:"Thunderforge":529.596:3239:0.3:0.01:0.05:"M|3|V"
9980:"Albali":962.92:2642:0.4:0.15:0.04:"M|6|V"
4646:"Koeia":281.326:4998:0.6:0.75:0.16:"K|1|V"
2480:"Alrakis":362.07:2960:0.2:0.08:0.06:"M|1|V"
2811:"Galacticon":43.8:3143:0.1:0.66:0.02:"M|2|V"
3672:"Xihe":1019.26:3344:0.2:0.49:0.04:"M|2|V"
9028:"Ebon Labyrinth":1004.99:5254:0.9:1.12:1.03:"G|3|V"
8229:"Nebulithium":409.46:3241:0.2:0.14:0.07:"M|2|V"
1294:"Astral Nexus":620.091:4234:0.7:0.85:0.34:"K|3|V"
5609:"Alchiba":794.61:4307:0.5:0.94:0.59:"K|2|V"
5324:"Hikari":417.6:5519:1:1.01:1.38:"G|4|V"
6172:"Altais":970.026:2452:0.1:0.1:0.05:"M|8|V"
5236:"Shama":1536.57:3105:0.3:0.15:0.02:"M|2|V"
3162:"Chechia":107.214:2579:0.3:0.63:0.04:"M|5|V"
4296:"Subra":530:3447:0.1:0.12:0.04:"M|1|V"
534:"Sakura":142.5:4862:0.7:0.83:0.48:"K|2|V"
3590:"Grumium":334.75:4754:0.6:0.8:0.56:"K|0|V"
367:"Luminastra":1026.8:2991:0.3:0.05:0.05:"M|2|V"
2982:"Ra's Ascendance":1494.39:4194:0.6:0.87:0.31:"K|2|V"
1455:"Malmok":20:2830:0.1:0.33:0.02:"M|1|V"
9359:"Buna":65.6:2933:0.1:0.42:0.03:"M|3|V"
5426:"Copernicus":1494.3:3853:0.7:0.85:0.28:"K|4|V"
8567:"Hunahpú":764.468:2743:0.2:0.35:0.07:"M|3|V"
2110:"Tislit":1355.01:2660:0.3:0.08:0.04:"M|0|V"
4735:"Intan":489.069:2889:0.3:0.29:0.02:"M|0|V"
2224:"Ainalrami":15.1:4646:0.8:0.72:0.15:"K|2|V"
4290:"Tuiren":373.622:3623:0.4:0.6:0.04:"M|0|V"
3318:"Siriusith":872.59:5415:0.9:1.14:1.15:"G|2|V"
9565:"Chara":440.5:2758:0.1:0.4:0.02:"M|5|V"
4135:"Maasym":31.26:5310:0.8:0.98:0.75:"G|4|V"
3268:"Petra":615.877:2762:0.2:0.46:0.04:"M|3|V"
5590:"Astroth":18.73:2727:0.4:0.38:0.06:"M|4|V"
5428:"Starlight Shroud":1386.19:2475:0.3:0.14:0.04:"M|7|V"
6226:"Syrma":298.219:3747:0.5:0.84:0.38:"K|5|V"
7067:"Felis":1009.69:3224:0.3:0.7:0.03:"M|3|V"
5823:"Chaophraya":28.98:2894:0.2:0.3:0.06:"M|3|V"
2162:"Vermilion Expanse":279.58:2643:0.2:0.57:0.04:"M|3|V"
9227:"Ombria":49.1:3886:0.5:0.93:0.35:"K|1|V"
7950:"Cerulean Cryptic":109.653:2584:0.4:0.64:0.04:"M|3|V"
2190:"Zenitharian":774.653:2777:0.2:0.09:0.06:"M|6|V"
7540:"Ebon Crypt":297.699:3873:0.5:0.92:0.4:"K|2|V"
8053:"Nahn":503.6:5562:0.8:1.14:1.07:"G|4|V"
4895:"Anubis' Echo":88:2996:0.2:0.59:0.02:"M|3|V"
1602:"Mönch":33.19:2471:0.1:0.63:0.05:"M|8|V"
4546:"Nushagak":1038.21:5437:1:0.98:1.17:"G|2|V"
4239:"Luminous Ember":706.265:2549:0.1:0.12:0.02:"M|0|V"
1135:"Zephyrianix":1058.87:2439:0.1:0.19:0.02:"M|2|V"
5889:"Spica":1111.36:2490:0.4:0.16:0.01:"M|5|V"
1547:"Irena":489.88:4405:0.7:0.85:0.59:"K|3|V"
5980:"Riftwarder":1693.86:2510:0.1:0.4:0.02:"M|3|V"
3368:"Eternal Murmurs":420.9:4284:0.6:0.75:0.34:"K|5|V"
6965:"Musica":597.979:2594:0.1:0.62:0.06:"M|5|V"
5306:"Vortexara":12.62:2715:0.2:0.62:0.02:"M|5|V"
295:"Elysionix":14.24:2853:0.3:0.69:0.04:"M|5|V"
5566:"Arcadian Whispers":621.581:5221:0.9:1.12:1.33:"G|3|V"
9389:"Tevel":932.63:2403:0.3:0.05:0.01:"M|8|V"
4009:"Alya":62.69:2953:0.1:0.04:0.05:"M|5|V"
8243:"Mirfak":639.62:4290:0.5:0.75:0.48:"K|5|V"
6855:"Maia":48.36:2615:0.2:0.64:0.03:"M|1|V"
4280:"Alrescha":326.936:4716:0.5:0.87:0.35:"K|2|V"
8290:"Yugure Radiance":680.596:4685:0.5:0.85:0.29:"K|2|V"
1558:"Chamukuy":1663.74:2762:0.4:0.43:0.04:"M|2|V"
6181:"Sphinx Nebula":454:5618:1:1.15:1.47:"G|2|V"
3532:"Tesserion":267.74:2472:0.1:0.43:0.01:"M|8|V"
1971:"Whalebone":5760:4096:0.5:0.91:0.4:"K|2|V"
3636:"Solarianth":46.6224:2972:0.4:0.57:0.06:"M|5|V"
2822:"Botein":520.43:3398:0.1:0.17:0.06:"M|2|V"
2594:"Obsidian Whispers":202.59:2728:0.3:0.67:0.05:"M|2|V"
820:"Pulsar Radiance":679.117:2491:0.4:0.36:0.05:"M|5|V"
1068:"Heliosys":24.3056:4693:0.5:0.74:0.08:"K|3|V"
8314:"Thunderpeak":55:2799:0.3:0.3:0.06:"M|2|V"
7382:"Thuban":402.042:2529:0.2:0.39:0.02:"M|7|V"
8619:"Mesarthim":547:3708:0.8:0.87:0.45:"K|3|V"
7697:"Frostgale":113.048:4165:0.7:0.9:0.26:"K|6|V"
6923:"Lygos Veil":396.2:4222:0.5:0.83:0.13:"K|5|V"
957:"Menkib":810:2429:0.4:0.57:0:"M|2|V"
7221:"Isis' Celestial":651.999:3164:0.2:0.17:0.03:"M|1|V"
8296:"Baten Kaitos":11.8893:4182:0.6:0.96:0.22:"K|4|V"
3456:"Nebularian":197.243:3523:0.1:0.1:0.03:"M|0|V"
5282:"Aetherionis":531.604:3017:0.3:0.66:0.02:"M|1|V"
922:"Seth's Enigma":49:4139:0.5:0.83:0.54:"K|2|V"
1968:"Pulsariana":1426.53:2888:0.3:0.04:0.02:"M|3|V"
6282:"Solarionara":3200:3194:0.3:0.39:0.02:"M|2|V"
5510:"Ra's Whisper":159.1:5376:0.8:1.14:1.31:"G|2|V"
880:"Morava":210:2704:0.2:0.44:0.03:"M|5|V"
1526:"Hayabusa Nexus":983.174:2468:0.4:0.13:0.04:"M|5|V"
5223:"Muspelheim":517.01:3869:0.6:0.87:0.22:"K|5|V"
9899:"Celestial Serenity":371.4:4048:0.7:0.71:0.2:"K|3|V"
6614:"Misam":21.11:2971:0.2:0.13:0.05:"M|5|V"
5718:"Chasoň":499.8:3996:0.8:0.83:0.59:"K|2|V"
5222:"Amaterasu Mirage":282.6:4215:0.8:0.81:0.48:"K|3|V"
1744:"Unukalhai":496.8:2729:0.3:0.18:0.04:"M|4|V"
7412:"Ombraflux":377:5444:1:1.11:0.76:"G|2|V"
4875:"Mago":137:4437:0.5:0.71:0.25:"K|3|V"
4785:"Taika":150.124:2786:0.3:0.2:0.04:"M|3|V"
7717:"Nocturne Echo":1192.75:3916:0.5:0.92:0.55:"K|5|V"
9296:"Mazaalai":1083.28:2932:0.4:0.09:0.01:"M|2|V"
1337:"Vindemiatrix":365:5432:0.9:1.02:1.03:"G|2|V"
2621:"Nebulithra":3.6502:5433:1:1.1:1.35:"G|3|V"
7967:"Horus' Resonance":593.472:2536:0.2:0.57:0.06:"M|8|V"
5096:"Sterrennacht":6.546:2531:0.4:0.38:0.08:"M|8|V"
4891:"Astroflux":1001.2:2787:0.2:0.67:0.07:"M|0|V"
1642:"Haedus":488.353:2526:0.4:0.58:0.03:"M|3|V"
9116:"Tegmine":7210:2807:0.1:0.17:0.05:"M|5|V"
1180:"Koi's Whisper":1252.98:2895:0.2:0.59:0.04:"M|2|V"
7821:"Nebula Mirage":43.03:3058:0.2:0.14:0.06:"M|3|V"
6318:"Yami Silence":249:2472:0.3:0.19:0.06:"M|3|V"
6298:"Frostbeard":717.978:2554:0.1:0.64:0.01:"M|1|V"
5416:"Pipoltr":570:2913:0.2:0.36:0.07:"M|5|V"
4982:"Regulus":67.9:3371:0.1:0.29:0.04:"M|0|V"
4471:"Kachō":264.69:2544:0.1:0.51:0.05:"M|2|V"
339:"Bélénos":1025.72:2981:0.4:0.06:0.05:"M|1|V"
7468:"Starglow Haven":1446.97:2493:0.3:0.65:0.01:"M|2|V"
7403:"Beemim":85.8:2517:0.2:0.47:0.02:"M|2|V"
8322:"Quantumara":2006.42:3908:0.6:0.84:0.11:"K|2|V"
4088:"Brachium":801.346:4651:0.7:0.87:0.39:"K|3|V"
3838:"Inazuma":1097.45:3829:0.6:0.8:0.09:"K|5|V"
3428:"Deneb":351:2771:0.4:0.57:0.04:"M|1|V"
2468:"Ecliptix":448:3006:0.4:0.39:0.04:"M|2|V"
8116:"Hikari Nebula":418.445:3232:0.2:0.31:0.06:"M|2|V"
101:"Orionyx":24.6:2789:0.4:0.11:0.02:"M|3|V"
2711:"Parumleo":712.099:2558:0.2:0.58:0.02:"M|3|V"
5030:"Márohu":702.395:4155:0.6:0.74:0.32:"K|0|V"
3053:"Mouhoun":1607.46:2519:0.3:0.2:0.01:"M|3|V"
7589:"Larawag":246.706:2838:0.3:0.22:0.01:"M|4|V"
9619:"Mekbuda":466:4255:0.5:0.9:0.26:"K|3|V"
9431:"Lunacara":651.783:2520:0.4:0.62:0:"M|1|V"
1175:"Tōku Echoes":95.3906:2540:0.1:0.32:0.05:"M|4|V"
3733:"Aozora Nebula":335.5:2963:0.4:0.44:0:"M|5|V"
8803:"Celestros":44.12:2703:0.2:0.31:0.06:"M|6|V"
3320:"Phantasmal Echo":425.116:5065:0.6:0.72:0.15:"K|0|V"
5882:"Bibhā":124.8:3800:0.6:0.88:0.43:"K|5|V"
9621:"Dalim":26.15:5395:1:0.98:0.97:"G|3|V"
1578:"Stellae Abyss":390.8:4023:0.6:0.76:0.19:"K|6|V"
2498:"Electra":437.063:3865:0.7:0.73:0.51:"K|0|V"
5512:"Lunar Quasar":191.5:3144:0.2:0.53:0.06:"M|3|V"
505:"Frostbloom":875.31:5477:1:1.01:1.32:"G|4|V"
8422:"Algorab":254.88:2620:0.3:0.2:0.06:"M|5|V"
7058:"Stormcaller":66.56:2646:0.4:0.01:0.01:"M|5|V"
2518:"Darkonix":285.91:2814:0.1:0.17:0.04:"M|2|V"
2253:"Spectral Serenity":63.69:2729:0.1:0.09:0.02:"M|5|V"
6291:"Zenithariana":31.17:2994:0.3:0.25:0.07:"M|0|V"
8044:"Ra's Echo":803.7:4235:0.6:0.7:0.19:"K|5|V"
1375:"Clandestine Nebula":261:2611:0.1:0.11:0.01:"M|6|V"
9204:"Kornephoros":1010.82:2671:0.4:0.54:0.04:"M|1|V"
4086:"Cassionara":38.05:4274:0.6:0.9:0.3:"K|5|V"
234:"Alnair":80.9:2739:0.2:0.02:0.04:"M|2|V"
9422:"Galaxix":1361.65:3324:0.3:0.32:0:"M|1|V"
2675:"Penumbralix":221.186:3939:0.6:0.73:0.44:"K|5|V"
4271:"Kagayaki Celestial":24:2450:0.1:0.23:0.04:"M|8|V"
1553:"Quantraflux":368:2766:0.4:0.45:0.01:"M|3|V"
5114:"Bastet's Horizon":539.35:3111:0.1:0.38:0.04:"M|4|V"
3252:"Hoshizora":306.39:3957:0.6:0.9:0.23:"K|5|V"
8154:"Helvetios":859.771:5691:1:1.02:0.71:"G|2|V"
6389:"Nebula Nexus":45.1309:5334:1:1.12:1.46:"G|5|V"
1236:"Nebulionara":274.864:5625:0.8:0.98:0.74:"G|2|V"
4581:"Sheratan":702.35:2829:0.2:0.35:0.07:"M|4|V"
9418:"Tojil":47.97:4614:0.7:0.92:0.42:"K|3|V"
6124:"Heliconian Whispers":140:2665:0.2:0.5:0.06:"M|2|V"
9345:"Sansuna":140.01:4129:0.5:0.9:0.35:"K|2|V"
1720:"Zubenelhakrabi":6500:3265:0.4:0.37:0:"M|2|V"
1487:"Nile Celestial":1011.63:3844:0.5:0.87:0.59:"K|2|V"
3640:"Nebula Radiance":737.84:3706:0.7:0.8:0.5:"K|7|V"
1599:"Alfirk":821.625:2986:0.3:0.23:0.06:"M|2|V"
7639:"Nebulonix":1119.7:3229:0.2:0.27:0.06:"M|2|V"
2071:"Aetherion":671.592:2954:0.2:0.09:0.01:"M|3|V"
9755:"Cosmic Cascade":276.7:4407:0.5:0.78:0.52:"K|0|V"
8374:"Astral Mirage":313.7:3732:0.7:0.92:0.13:"K|2|V"
5108:"Lerna":55.8:2934:0.2:0.44:0.02:"M|3|V"
7127:"Minelauva":26.12:2784:0.4:0.11:0.06:"M|5|V"
4164:"Cervantes":205.387:2884:0.3:0.22:0:"M|2|V"
3485:"Asellus Australis":689:5516:0.9:1.13:1.01:"G|4|V"
1392:"Sadalsuud":110.09:2474:0.4:0.25:0:"M|8|V"
8214:"Blizzardclaw":162.229:2465:0.2:0.61:0.03:"M|5|V"
5130:"Shogun's Echo":159.05:3163:0.2:0.19:0.01:"M|2|V"
7302:"Hotaru Ascendance":963.67:3847:0.7:0.86:0.22:"K|3|V"
2781:"Franz":667.405:2897:0.4:0.49:0.07:"M|1|V"
276:"Radiantara":1031.91:3113:0.3:0.42:0.04:"M|2|V"
8740:"Isis Threshold":564.398:3384:0.4:0.42:0.01:"M|0|V"
4384:"Zibal":44.3:2666:0.4:0.57:0:"M|5|V"
4113:"Aquilan Anomaly":653.595:2834:0.4:0.47:0:"M|1|V"
8146:"Arcalís":15.986:2613:0.2:0.57:0.01:"M|7|V"
9842:"Ephemeral Labyrinth":481.788:2987:0.3:0.4:0.03:"M|2|V"
7903:"Cosmaraith":50.55:3866:0.7:0.7:0.37:"K|0|V"
2629:"Rastaban":597.943:2978:0.2:0.58:0.02:"M|3|V"
6776:"Novaflare":415.135:2927:0.1:0.06:0.02:"M|2|V"
3223:"Eltanin":1100:3131:0.3:0.32:0.03:"M|1|V"
5017:"Nebulosys":557.134:2769:0.2:0.19:0.01:"M|2|V"
5999:"Nebulae Cipher":401.6:5635:0.9:0.98:1.32:"G|4|V"
7195:"Sirius":169.5:2900:0.1:0.64:0.08:"M|0|V"
1887:"Ryusei":294:3047:0.3:0.11:0.04:"M|0|V"
4898:"Nashira":385.34:2623:0.4:0.36:0.04:"M|7|V"
908:"Tania Australis":159.388:2757:0.3:0.3:0.05:"M|5|V"
1942:"Sakura Mirage":17.56:5335:0.9:1.13:1.2:"G|4|V"
454:"Asterion Enigma":871.08:4021:0.5:0.72:0.32:"K|2|V"
6091:"Lucilinburhuc":93.2:5695:1:0.96:0.71:"G|2|V"
7049:"Muphrid":46.73:3432:0.3:0.51:0.07:"M|1|V"
6730:"Deneb Algedi":383.846:3262:0.4:0.02:0.06:"M|2|V"
1287:"Azmidi":610:2752:0.3:0.42:0.02:"M|1|V"
4213:"Aludra":669:2713:0.2:0.11:0.05:"M|5|V"
9867:"Helixar":1075.04:2637:0.3:0.48:0.07:"M|5|V"
3739:"Abyssal Echo":1800:2642:0.2:0.36:0.05:"M|4|V"
5757:"Mizar":837.661:2622:0.4:0.11:0.02:"M|6|V"
2529:"Sāmaya":387:4113:0.8:0.74:0.35:"K|2|V"
9933:"Elysiumix":1476.67:5424:0.9:1.02:1.28:"G|5|V"
9988:"Starshara":988.631:3312:0.3:0.42:0.06:"M|2|V"
6960:"Eclipsara":102.27:5533:1:1.04:0.66:"G|5|V"
8744:"Astrobix":220:2689:0.2:0.56:0.07:"M|5|V"
6278:"Mikado Serenity":1622.85:2848:0.1:0.68:0.02:"M|2|V"
2858:"Geminga":701.262:3429:0.4:0.2:0.02:"M|1|V"
5220:"Xamidimura":1950:4066:0.8:0.76:0.42:"K|0|V"
9457:"Emiw":374.615:2597:0.3:0.43:0:"M|3|V"
2055:"Caph":706.391:2691:0.4:0.28:0.02:"M|1|V"
3312:"Mirach":1260.4:3852:0.8:0.84:0.38:"K|6|V"
8765:"Horus' Gaze":15:2733:0.3:0.67:0.05:"M|5|V"
6786:"Vortexian":738.136:5365:0.8:1.06:1.01:"G|4|V"
1611:"Seginus":1116.45:3943:0.6:0.89:0.31:"K|6|V"
6761:"Kagayaki":890.234:2834:0.2:0.12:0.07:"M|1|V"
9140:"Eonara":466.86:2528:0.1:0.49:0.04:"M|8|V"
4637:"Fuji Nebula":58.76:2938:0.3:0.61:0.04:"M|2|V"
7573:"Angetenar":299:3400:0.4:0.37:0.01:"M|2|V"
7388:"Scarabian Veil":8500:3077:0.3:0.26:0.03:"M|1|V"
1354:"Meleph":76.32:2478:0.4:0.21:0.03:"M|3|V"
842:"Bonsai Celestial":603.064:3190:0.3:0.05:0:"M|1|V"
2120:"Solaris Cascade":345:2584:0.1:0.53:0.05:"M|3|V"
